step,layer_name,layer_type,shape,max_rank,threshold_rank_tau_0.01,entropy_rank_tau_0.01,stable_rank_tau_0.01,threshold_rank_tau_0.05,entropy_rank_tau_0.05,stable_rank_tau_0.05,threshold_rank_tau_0.1,entropy_rank_tau_0.1,stable_rank_tau_0.1,threshold_rank_tau_0.2,entropy_rank_tau_0.2,stable_rank_tau_0.2,threshold_rank_tau_0.5,entropy_rank_tau_0.5,stable_rank_tau_0.5
1625,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,11.36,2.41,44,11.36,2.41,22,11.36,2.41,9,11.36,2.41,2,11.36,2.41
1625,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,92,8.45,2.98,26,8.45,2.98,16,8.45,2.98,10,8.45,2.98,4,8.45,2.98
1625,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,87,10.70,2.74,36,10.70,2.74,21,10.70,2.74,10,10.70,2.74,3,10.70,2.74
1625,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.03,2.81,41,12.03,2.81,21,12.03,2.81,11,12.03,2.81,2,12.03,2.81
1625,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,28.86,6.22,100,28.86,6.22,57,28.86,6.22,26,28.86,6.22,6,28.86,6.22
1625,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,63,4.46,1.64,17,4.46,1.64,8,4.46,1.64,5,4.46,1.64,1,4.46,1.64
1625,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,97,9.82,2.45,38,9.82,2.45,19,9.82,2.45,9,9.82,2.45,2,9.82,2.45
1625,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,14.21,3.05,52,14.21,3.05,26,14.21,3.05,11,14.21,3.05,3,14.21,3.05
1625,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,13.60,2.11,62,13.60,2.11,26,13.60,2.11,7,13.60,2.11,1,13.60,2.11
1625,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,14.53,4.04,51,14.53,4.04,27,14.53,4.04,14,14.53,4.04,5,14.53,4.04
1625,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,18.29,4.17,52,18.29,4.17,34,18.29,4.17,18,18.29,4.17,4,18.29,4.17
1625,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,18.07,3.15,67,18.07,3.15,35,18.07,3.15,11,18.07,3.15,3,18.07,3.15
1625,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,28.43,4.18,100,28.43,4.18,54,28.43,4.18,20,28.43,4.18,2,28.43,4.18
1625,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,19.36,4.75,70,19.36,4.75,39,19.36,4.75,18,19.36,4.75,6,19.36,4.75
1625,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,28.38,5.82,73,28.38,5.82,49,28.38,5.82,27,28.38,5.82,6,28.38,5.82
1625,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,24.15,3.93,83,24.15,3.93,47,24.15,3.93,17,24.15,3.93,3,24.15,3.93
1625,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,26.39,3.71,100,26.39,3.71,45,26.39,3.71,18,26.39,3.71,2,26.39,3.71
1625,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,22.75,3.98,72,22.75,3.98,40,22.75,3.98,17,22.75,3.98,3,22.75,3.98
1625,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,22.32,5.11,70,22.32,5.11,42,22.32,5.11,22,22.32,5.11,5,22.32,5.11
1625,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,87,2.84,1.25,16,2.84,1.25,5,2.84,1.25,2,2.84,1.25,1,2.84,1.25
1625,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,6.33,1.56,36,6.33,1.56,12,6.33,1.56,3,6.33,1.56,1,6.33,1.56
1650,transformer.wte.weight,unknown,(50304x384),384,100,26.74,4.72,97,26.74,4.72,51,26.74,4.72,22,26.74,4.72,4,26.74,4.72
1650,transformer.wpe.weight,unknown,(256x384),256,100,23.32,7.07,100,23.32,7.07,47,23.32,7.07,18,23.32,7.07,9,23.32,7.07
1650,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,7.73,1.74,37,7.73,1.74,15,7.73,1.74,5,7.73,1.74,1,7.73,1.74
1650,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,94,10.21,3.20,33,10.21,3.20,18,10.21,3.20,11,10.21,3.20,4,10.21,3.20
1650,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,10.92,3.21,30,10.92,3.21,17,10.92,3.21,11,10.92,3.21,4,10.92,3.21
1650,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,12.62,2.81,47,12.62,2.81,24,12.62,2.81,11,12.62,2.81,3,12.62,2.81
1650,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,80,7.09,2.45,23,7.09,2.45,15,7.09,2.45,8,7.09,2.45,3,7.09,2.45
1650,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,90,10.98,2.79,38,10.98,2.79,21,10.98,2.79,9,10.98,2.79,2,10.98,2.79
1650,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.17,2.79,42,12.17,2.79,21,12.17,2.79,10,12.17,2.79,3,12.17,2.79
1650,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,26.26,4.34,95,26.26,4.34,48,26.26,4.34,19,26.26,4.34,3,26.26,4.34
1650,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,46,2.89,1.35,11,2.89,1.35,6,2.89,1.35,3,2.89,1.35,1,2.89,1.35
1650,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,100,10.60,3.14,41,10.60,3.14,24,10.60,3.14,10,10.60,3.14,3,10.60,3.14
1650,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,10.83,3.11,45,10.83,3.11,23,10.83,3.11,10,10.83,3.11,3,10.83,3.11
1650,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,9.50,1.71,52,9.50,1.71,19,9.50,1.71,4,9.50,1.71,1,9.50,1.71
1650,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,8.57,2.18,33,8.57,2.18,16,8.57,2.18,8,8.57,2.18,2,8.57,2.18
1650,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,16.25,4.24,51,16.25,4.24,30,16.25,4.24,16,16.25,4.24,5,16.25,4.24
1650,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,16.31,2.99,63,16.31,2.99,32,16.31,2.99,11,16.31,2.99,2,16.31,2.99
1650,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,22.68,3.08,91,22.68,3.08,41,22.68,3.08,14,22.68,3.08,2,22.68,3.08
1650,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,17.21,3.89,63,17.21,3.89,36,17.21,3.89,16,17.21,3.89,3,17.21,3.89
1650,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,24.53,4.29,67,24.53,4.29,42,24.53,4.29,23,24.53,4.29,4,24.53,4.29
1650,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,20.43,3.19,73,20.43,3.19,38,20.43,3.19,14,20.43,3.19,2,20.43,3.19
1650,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,16.76,2.49,70,16.76,2.49,31,16.76,2.49,10,16.76,2.49,2,16.76,2.49
1650,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,16.10,3.73,60,16.10,3.73,31,16.10,3.73,13,16.10,3.73,3,16.10,3.73
1650,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,15.89,2.98,55,15.89,2.98,29,15.89,2.98,11,15.89,2.98,3,15.89,2.98
1650,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,4.27,1.41,24,4.27,1.41,8,4.27,1.41,3,4.27,1.41,1,4.27,1.41
1650,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,6.82,1.57,39,6.82,1.57,14,6.82,1.57,4,6.82,1.57,1,6.82,1.57
1675,transformer.wte.weight,unknown,(50304x384),384,100,31.84,5.60,100,31.84,5.60,62,31.84,5.60,27,31.84,5.60,4,31.84,5.60
1675,transformer.wpe.weight,unknown,(256x384),256,100,24.74,8.70,100,24.74,8.70,59,24.74,8.70,21,24.74,8.70,11,24.74,8.70
1675,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,12.31,2.30,51,12.31,2.30,22,12.31,2.30,9,12.31,2.30,2,12.31,2.30
1675,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,100,12.88,4.58,42,12.88,4.58,24,12.88,4.58,13,12.88,4.58,6,12.88,4.58
1675,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,12.88,4.00,38,12.88,4.00,19,12.88,4.00,13,12.88,4.00,5,12.88,4.00
1675,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,16.82,3.94,60,16.82,3.94,31,16.82,3.94,14,16.82,3.94,4,16.82,3.94
1675,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,79,6.89,2.14,21,6.89,2.14,14,6.89,2.14,7,6.89,2.14,2,6.89,2.14
1675,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,92,11.09,3.43,39,11.09,3.43,23,11.09,3.43,12,11.09,3.43,4,11.09,3.43
1675,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,14.51,3.25,49,14.51,3.25,25,14.51,3.25,12,14.51,3.25,4,14.51,3.25
1675,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,30.80,4.90,100,30.80,4.90,56,30.80,4.90,26,30.80,4.90,3,30.80,4.90
1675,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,67,4.70,1.60,18,4.70,1.60,9,4.70,1.60,5,4.70,1.60,1,4.70,1.60
1675,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,97,9.76,2.51,38,9.76,2.51,20,9.76,2.51,8,9.76,2.51,3,9.76,2.51
1675,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,13.37,3.36,52,13.37,3.36,25,13.37,3.36,11,13.37,3.36,3,13.37,3.36
1675,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,12.47,1.98,59,12.47,1.98,24,12.47,1.98,4,12.47,1.98,1,12.47,1.98
1675,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,13.01,3.87,47,13.01,3.87,24,13.01,3.87,11,13.01,3.87,5,13.01,3.87
1675,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,19.24,5.30,56,19.24,5.30,35,19.24,5.30,20,19.24,5.30,6,19.24,5.30
1675,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,20.28,3.39,72,20.28,3.39,38,20.28,3.39,14,20.28,3.39,3,20.28,3.39
1675,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,27.64,3.70,100,27.64,3.70,52,27.64,3.70,18,27.64,3.70,2,27.64,3.70
1675,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,23.02,5.23,75,23.02,5.23,45,23.02,5.23,20,23.02,5.23,7,23.02,5.23
1675,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,25.88,5.46,72,25.88,5.46,48,25.88,5.46,26,25.88,5.46,4,25.88,5.46
1675,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,26.97,4.11,87,26.97,4.11,51,26.97,4.11,19,26.97,4.11,3,26.97,4.11
1675,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,28.44,3.59,100,28.44,3.59,49,28.44,3.59,19,28.44,3.59,2,28.44,3.59
1675,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,27.74,5.27,85,27.74,5.27,51,27.74,5.27,25,27.74,5.27,5,27.74,5.27
1675,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,21.71,4.92,70,21.71,4.92,43,21.71,4.92,22,21.71,4.92,5,21.71,4.92
1675,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,4.36,1.37,26,4.36,1.37,10,4.36,1.37,2,4.36,1.37,1,4.36,1.37
1675,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,8.18,1.66,43,8.18,1.66,16,8.18,1.66,5,8.18,1.66,1,8.18,1.66
1700,transformer.wte.weight,unknown,(50304x384),384,100,31.61,4.74,100,31.61,4.74,58,31.61,4.74,24,31.61,4.74,3,31.61,4.74
1700,transformer.wpe.weight,unknown,(256x384),256,100,24.06,7.07,100,24.06,7.07,49,24.06,7.07,18,24.06,7.07,10,24.06,7.07
1700,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,10.06,1.98,45,10.06,1.98,19,10.06,1.98,7,10.06,1.98,1,10.06,1.98
1700,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,100,12.00,4.58,42,12.00,4.58,24,12.00,4.58,14,12.00,4.58,5,12.00,4.58
1700,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,12.40,3.91,36,12.40,3.91,20,12.40,3.91,14,12.40,3.91,5,12.40,3.91
1700,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,15.29,2.95,53,15.29,2.95,28,15.29,2.95,12,15.29,2.95,3,15.29,2.95
1700,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,8.79,2.90,27,8.79,2.90,17,8.79,2.90,9,8.79,2.90,4,8.79,2.90
1700,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,91,10.62,2.87,37,10.62,2.87,22,10.62,2.87,11,10.62,2.87,2,10.62,2.87
1700,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,13.78,2.84,44,13.78,2.84,23,13.78,2.84,12,13.78,2.84,2,13.78,2.84
1700,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,30.46,5.30,100,30.46,5.30,57,30.46,5.30,25,30.46,5.30,5,30.46,5.30
1700,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,78,5.88,2.14,20,5.88,2.14,11,5.88,2.14,6,5.88,2.14,2,5.88,2.14
1700,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,100,10.66,3.09,44,10.66,3.09,23,10.66,3.09,10,10.66,3.09,3,10.66,3.09
1700,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,15.76,3.45,57,15.76,3.45,29,15.76,3.45,13,15.76,3.45,3,15.76,3.45
1700,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,20.57,2.73,82,20.57,2.73,37,20.57,2.73,11,20.57,2.73,1,20.57,2.73
1700,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,13.13,3.86,47,13.13,3.86,25,13.13,3.86,12,13.13,3.86,4,13.13,3.86
1700,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,21.49,5.99,61,21.49,5.99,41,21.49,5.99,22,21.49,5.99,7,21.49,5.99
1700,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,20.34,3.24,71,20.34,3.24,38,20.34,3.24,14,20.34,3.24,3,20.34,3.24
1700,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,30.02,3.94,100,30.02,3.94,55,30.02,3.94,20,30.02,3.94,2,30.02,3.94
1700,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,19.84,4.29,71,19.84,4.29,40,19.84,4.29,17,19.84,4.29,4,19.84,4.29
1700,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,29.57,5.76,74,29.57,5.76,52,29.57,5.76,29,29.57,5.76,6,29.57,5.76
1700,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,26.83,3.96,86,26.83,3.96,50,26.83,3.96,18,26.83,3.96,3,26.83,3.96
1700,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,25.70,3.15,96,25.70,3.15,44,25.70,3.15,15,25.70,3.15,1,25.70,3.15
1700,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,27.52,4.89,86,27.52,4.89,50,27.52,4.89,23,27.52,4.89,4,27.52,4.89
1700,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,23.22,4.85,74,23.22,4.85,45,23.22,4.85,22,23.22,4.85,4,23.22,4.85
1700,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,6.33,1.67,33,6.33,1.67,13,6.33,1.67,4,6.33,1.67,1,6.33,1.67
1700,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,10.95,2.09,53,10.95,2.09,20,10.95,2.09,6,10.95,2.09,2,10.95,2.09
1725,transformer.wte.weight,unknown,(50304x384),384,100,25.05,4.29,94,25.05,4.29,49,25.05,4.29,19,25.05,4.29,3,25.05,4.29
1725,transformer.wpe.weight,unknown,(256x384),256,100,23.77,6.02,100,23.77,6.02,43,23.77,6.02,17,23.77,6.02,8,23.77,6.02
1725,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,8.35,1.76,38,8.35,1.76,17,8.35,1.76,6,8.35,1.76,1,8.35,1.76
1725,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,100,12.72,3.87,40,12.72,3.87,23,12.72,3.87,13,12.72,3.87,5,12.72,3.87
1725,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,12.96,4.52,36,12.96,4.52,20,12.96,4.52,14,12.96,4.52,5,12.96,4.52
1725,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,17.01,3.75,57,17.01,3.75,31,17.01,3.75,15,17.01,3.75,4,17.01,3.75
1725,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,9.70,3.39,29,9.70,3.39,19,9.70,3.39,11,9.70,3.39,4,9.70,3.39
1725,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,86,10.15,2.90,35,10.15,2.90,20,10.15,2.90,10,10.15,2.90,3,10.15,2.90
1725,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,12.36,2.91,41,12.36,2.91,21,12.36,2.91,11,12.36,2.91,3,12.36,2.91
1725,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,30.28,7.10,100,30.28,7.10,63,30.28,7.10,29,30.28,7.10,8,30.28,7.10
1725,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,76,6.36,2.37,22,6.36,2.37,11,6.36,2.37,6,6.36,2.37,3,6.36,2.37
1725,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,100,11.46,3.01,42,11.46,3.01,23,11.46,3.01,10,11.46,3.01,4,11.46,3.01
1725,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,14.66,3.31,52,14.66,3.31,26,14.66,3.31,12,14.66,3.31,4,14.66,3.31
1725,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,14.14,2.15,62,14.14,2.15,25,14.14,2.15,8,14.14,2.15,1,14.14,2.15
1725,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,13.47,4.11,48,13.47,4.11,26,13.47,4.11,13,13.47,4.11,5,13.47,4.11
1725,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,18.80,4.89,56,18.80,4.89,35,18.80,4.89,17,18.80,4.89,6,18.80,4.89
1725,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,19.80,3.60,71,19.80,3.60,38,19.80,3.60,13,19.80,3.60,4,19.80,3.60
1725,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,30.48,6.15,100,30.48,6.15,64,30.48,6.15,26,30.48,6.15,5,30.48,6.15
1725,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,24.39,5.27,79,24.39,5.27,45,24.39,5.27,21,24.39,5.27,5,24.39,5.27
1725,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,25.31,5.19,72,25.31,5.19,48,25.31,5.19,23,25.31,5.19,4,25.31,5.19
1725,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,24.49,5.35,92,24.49,5.35,54,24.49,5.35,21,24.49,5.35,4,24.49,5.35
1725,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,23.58,3.71,93,23.58,3.71,43,23.58,3.71,15,23.58,3.71,3,23.58,3.71
1725,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,24.83,5.27,83,24.83,5.27,48,24.83,5.27,23,24.83,5.27,5,24.83,5.27
1725,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,19.99,5.21,67,19.99,5.21,40,19.99,5.21,20,19.99,5.21,5,19.99,5.21
1725,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,93,3.16,1.28,16,3.16,1.28,6,3.16,1.28,2,3.16,1.28,1,3.16,1.28
1725,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,7.40,1.71,38,7.40,1.71,15,7.40,1.71,4,7.40,1.71,1,7.40,1.71
1750,transformer.wte.weight,unknown,(50304x384),384,100,28.33,4.48,100,28.33,4.48,52,28.33,4.48,22,28.33,4.48,3,28.33,4.48
1750,transformer.wpe.weight,unknown,(256x384),256,100,22.69,6.11,100,22.69,6.11,40,22.69,6.11,18,22.69,6.11,8,22.69,6.11
1750,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,9.03,1.95,40,9.03,1.95,17,9.03,1.95,6,9.03,1.95,2,9.03,1.95
1750,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,96,10.48,2.94,32,10.48,2.94,19,10.48,2.94,11,10.48,2.94,3,10.48,2.94
1750,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,11.38,3.25,30,11.38,3.25,18,11.38,3.25,12,11.38,3.25,3,11.38,3.25
1750,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,11.07,2.17,43,11.07,2.17,22,11.07,2.17,8,11.07,2.17,1,11.07,2.17
1750,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,81,7.22,2.55,24,7.22,2.55,16,7.22,2.55,7,7.22,2.55,3,7.22,2.55
1750,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,89,10.02,2.61,36,10.02,2.61,21,10.02,2.61,10,10.02,2.61,3,10.02,2.61
1750,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,13.84,2.93,45,13.84,2.93,22,13.84,2.93,12,13.84,2.93,3,13.84,2.93
1750,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,30.50,5.52,100,30.50,5.52,58,30.50,5.52,26,30.50,5.52,4,30.50,5.52
1750,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,69,5.00,1.75,17,5.00,1.75,9,5.00,1.75,5,5.00,1.75,2,5.00,1.75
1750,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,100,10.32,3.35,44,10.32,3.35,25,10.32,3.35,10,10.32,3.35,3,10.32,3.35
1750,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,15.78,3.37,57,15.78,3.37,29,15.78,3.37,11,15.78,3.37,4,15.78,3.37
1750,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,100,14.38,2.15,66,14.38,2.15,27,14.38,2.15,7,14.38,2.15,1,14.38,2.15
1750,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,100,9.80,2.69,39,9.80,2.69,19,9.80,2.69,9,9.80,2.69,3,9.80,2.69
1750,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,100,19.73,4.62,56,19.73,4.62,37,19.73,4.62,20,19.73,4.62,5,19.73,4.62
1750,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,100,19.64,3.17,70,19.64,3.17,37,19.64,3.17,14,19.64,3.17,3,19.64,3.17
1750,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,27.82,3.93,100,27.82,3.93,53,27.82,3.93,19,27.82,3.93,2,27.82,3.93
1750,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,100,20.26,3.81,69,20.26,3.81,38,20.26,3.81,15,20.26,3.81,4,20.26,3.81
1750,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,100,27.07,5.49,73,27.07,5.49,48,27.07,5.49,26,27.07,5.49,5,27.07,5.49
1750,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,100,23.21,3.30,79,23.21,3.30,43,23.21,3.30,15,23.21,3.30,2,23.21,3.30
1750,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,100,25.12,3.28,95,25.12,3.28,42,25.12,3.28,16,25.12,3.28,1,25.12,3.28
1750,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,100,20.62,3.46,70,20.62,3.46,37,20.62,3.46,15,20.62,3.46,2,20.62,3.46
1750,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,100,22.82,4.81,70,22.82,4.81,43,22.82,4.81,22,22.82,4.81,5,22.82,4.81
1750,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,100,9.81,2.10,43,9.81,2.10,18,9.81,2.10,7,9.81,2.10,2,9.81,2.10
1750,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,100,11.68,2.21,54,11.68,2.21,22,11.68,2.21,7,11.68,2.21,2,11.68,2.21
1775,transformer.wte.weight,unknown,(50304x384),384,100,31.40,4.73,100,31.40,4.73,56,31.40,4.73,25,31.40,4.73,4,31.40,4.73
1775,transformer.wpe.weight,unknown,(256x384),256,100,23.42,6.79,100,23.42,6.79,47,23.42,6.79,18,23.42,6.79,9,23.42,6.79
1775,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,8.25,1.82,39,8.25,1.82,17,8.25,1.82,5,8.25,1.82,1,8.25,1.82
1775,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,100,11.69,3.22,37,11.69,3.22,20,11.69,3.22,11,11.69,3.22,4,11.69,3.22
1775,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,100,13.08,3.83,37,13.08,3.83,20,13.08,3.83,14,13.08,3.83,4,13.08,3.83
1775,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,100,13.58,2.57,48,13.58,2.57,24,13.58,2.57,11,13.58,2.57,2,13.58,2.57
1775,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,100,9.74,2.76,29,9.74,2.76,17,9.74,2.76,11,9.74,2.76,3,9.74,2.76
1775,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,89,10.07,2.77,38,10.07,2.77,21,10.07,2.77,10,10.07,2.77,2,10.07,2.77
1775,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,100,14.05,3.32,47,14.05,3.32,24,14.05,3.32,12,14.05,3.32,4,14.05,3.32
1775,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,100,28.65,5.83,100,28.65,5.83,57,28.65,5.83,25,28.65,5.83,5,28.65,5.83
1775,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,56,4.16,1.59,15,4.16,1.59,9,4.16,1.59,5,4.16,1.59,1,4.16,1.59
1775,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,100,10.27,3.35,42,10.27,3.35,24,10.27,3.35,10,10.27,3.35,3,10.27,3.35
1775,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,100,15.59,3.18,55,15.59,3.18,28,15.59,3.18,13,15.59,3.18,4,15.59,3.18
