MPID;WikiDataLink;WikipediaLink;Name;LastName;Born;SexOrGender;Occupation;Religion;AbgeordnetenwatchID
8878;;https://de.wikipedia.org/wiki/Eberhard_Hoppe;eberhard hoppe;hoppe;01.06.1948 00:00;;;;
8879;;https://de.wikipedia.org/wiki/Gerd-Peter_Bartsch;gerd-peter bartsch;bartsch;01.06.1946 00:00;;;;
8880;;https://de.wikipedia.org/wiki/Eduard_Dewenter;eduard dewenter;dewenter;01.06.1938 00:00;;;;
8881;;https://de.wikipedia.org/wiki/Inge_Herold;inge herold;herold;01.06.1941 00:00;;;;
8882;;https://de.wikipedia.org/wiki/Michael_Kautz;michael kautz;kautz;01.06.1948 00:00;;;;
8883;;;bärbel kleedehn;kleedehn;01.06.1952 00:00;;;;
8884;;https://de.wikipedia.org/wiki/Michael_N%C3%B6tzel;michael nötzel;nötzel;01.06.1957 00:00;;;;
8885;;https://de.wikipedia.org/wiki/Gerhard_Poppei;gerhard poppei;poppei;01.06.1926 00:00;;;;
8886;;https://de.wikipedia.org/wiki/Gregor_Putensen;gregor putensen;putensen;01.06.1935 00:00;;;;
8888;;https://de.wikipedia.org/wiki/Ralf_Schriever;ralf schriever;schriever;01.06.1951 00:00;;;;
8889;;https://de.wikipedia.org/wiki/Horst_Voigt_(Politiker,_1941);horst voigt;voigt;01.06.1941 00:00;;;;
8893;;;andre specht;specht;01.06.1972 00:00;;;;
8894;;https://de.wikipedia.org/wiki/Barbara_Becker-Hornickel;barbara becker-hornickel;becker-hornickel;;;;;
8895;;https://de.wikipedia.org/wiki/Falko_Beitz;falko beitz;beitz;;;;;
8896;;https://de.wikipedia.org/wiki/Dirk_Bruhn;dirk bruhn;bruhn;;;;;
8897;;https://de.wikipedia.org/wiki/Hannes_Damm;hannes damm;damm;;;;;
8898;;https://de.wikipedia.org/wiki/Thomas_Diener;thomas diener;diener;;;;;
8899;;https://de.wikipedia.org/wiki/Ren%C3%A9_Domke;rené domke;domke;;;;;
8900;;https://de.wikipedia.org/wiki/Sabine_Enseleit;sabine enseleit;enseleit;;;;;
8901;;https://de.wikipedia.org/wiki/Marcel_Falk;marcel falk;falk;;;;;
8902;;https://de.wikipedia.org/wiki/Petra_Federau;petra federau;federau;;;;;
8903;;https://de.wikipedia.org/wiki/Beatrix_Hegenk%C3%B6tter;beatrix hegenkötter;hegenkötter;;;;;
8904;;https://de.wikipedia.org/wiki/Katy_Hoffmeister;katy hoffmeister;hoffmeister;;;;;
8905;;https://de.wikipedia.org/wiki/Christine_Klingohr;christine klingohr;klingohr;;;;;
8906;;https://de.wikipedia.org/wiki/Bernd_Lange_(Politiker,_1960);bernd lange;lange;;;;;
8907;;https://de.wikipedia.org/wiki/Bettina_Martin;bettina martin;martin;;;;;
8908;;https://de.wikipedia.org/wiki/Michael_Meister_(Politiker,_1974);michael meister;meister;;;;;
8909;;https://de.wikipedia.org/wiki/Heiko_Mira%C3%9F;heiko miraß;miraß;;;;;
8910;;https://de.wikipedia.org/wiki/Robert_Northoff;robert northoff;northoff;;;;;
8911;;https://de.wikipedia.org/wiki/Constanze_Oehlrich;constanze oehlrich;oehlrich;;;;;
8912;;https://de.wikipedia.org/wiki/Mandy_Pfeifer;mandy pfeifer;pfeifer;;;;;
8913;;https://de.wikipedia.org/wiki/Steffi_Pulz-Debler;steffi pulz-debler;pulz-debler;;;;;
8914;;https://de.wikipedia.org/wiki/Sylva_Rahm-Pr%C3%A4ger;sylva rahm-präger;rahm-präger;;;;;
8915;;https://de.wikipedia.org/wiki/Michel-Friedrich_Schiefler;michel-friedrich schiefler;schiefler;;;;;
8916;;https://de.wikipedia.org/wiki/Martin_Schmidt_(Politiker,_1988);martin schmidt;schmidt;;;;;
8917;;https://de.wikipedia.org/wiki/Eva_Maria_Schneider-G%C3%A4rtner;eva maria schneider-gärtner;schneider-gärtner;;;;;
8918;;https://de.wikipedia.org/wiki/Anna-Konstanze_Schr%C3%B6der;anna-konstanze schröder;schröder;;;;;
8919;;https://de.wikipedia.org/wiki/Enrico_Schult;enrico schult;schult;;;;;
8920;;https://de.wikipedia.org/wiki/Jens_Schulze-Wiehenbrauk;jens schulze-wiehenbrauk;schulze-wiehenbrauk;;;;;
8921;;https://de.wikipedia.org/wiki/Daniel_Seiffert;daniel seiffert;seiffert;;;;;
8922;;https://de.wikipedia.org/wiki/Anne_Shepley;anne shepley;shepley;;;;;
8923;;https://de.wikipedia.org/wiki/Thore_Stein;thore stein;stein;;;;;
8924;;https://de.wikipedia.org/wiki/Jan-Phillip_Tadsen;jan-phillip tadsen;tadsen;;;;;
8925;;https://de.wikipedia.org/wiki/Harald_Terpe;harald terpe;terpe;;;;;
8926;;https://de.wikipedia.org/wiki/Paul-Joachim_Timm;paul-joachim timm;timm;;;;;
8927;;https://de.wikipedia.org/wiki/Sandy_van_Baal;sandy van baal;baal;;;;;
8928;;https://de.wikipedia.org/wiki/Jutta_Wegner;jutta wegner;wegner;;;;;
8929;;https://de.wikipedia.org/wiki/Christian_Winter_(Politiker);christian winter;winter;;;;;
8930;;https://de.wikipedia.org/wiki/Monique_W%C3%B6lk;monique wölk;wölk;;;;;
8931;;https://de.wikipedia.org/wiki/David_Wulff;david wulff;wulff;;;;;
8932;;https://de.wikipedia.org/wiki/Michael_Sack;michael sack;sack;;;;;
8933;http://www.wikidata.org/entity/Q1466691;https://de.wikipedia.org/wiki/Fritz_Hesse_(Politiker,_1903);Fritz Hesse;Hesse;1871-05-30 00:00:00;männlich;['Politiker'];;
8935;http://www.wikidata.org/entity/Q1334821;https://de.wikipedia.org/wiki/Emanuel_von_Galen;Emanuel von Galen;;1877-10-06 00:00:00;männlich;['Politiker'];;
8936;http://www.wikidata.org/entity/Q760955;https://de.wikipedia.org/wiki/August_Block;August Block;Block;1877-12-16 00:00:00;männlich;['Landwirt', 'Politiker'];;
8937;http://www.wikidata.org/entity/Q362790;https://de.wikipedia.org/wiki/Adolf_Jensen_(Politiker);Adolf Jensen;Jensen;1878-01-23 00:00:00;männlich;['Hochschullehrer', 'Politiker'];;
8938;http://www.wikidata.org/entity/Q1331317;https://de.wikipedia.org/wiki/Karl_Biester;Karl Biester;Biester;1878-01-29 00:00:00;männlich;['Politiker'];;
8939;http://www.wikidata.org/entity/Q1611153;https://de.wikipedia.org/wiki/Hermann_F%C3%B6ge;Hermann Föge;Föge;1878-02-25 00:00:00;männlich;['Politiker'];;
8940;http://www.wikidata.org/entity/Q1542845;https://de.wikipedia.org/wiki/Heinrich_Meyer_(Politiker,_1878);Heinrich Meyer;Meyer;1878-11-19 00:00:00;männlich;['Politiker'];;
8941;http://www.wikidata.org/entity/Q2172665;https://de.wikipedia.org/wiki/Rudolf_Freese;Rudolf Freese;Freese;1879-02-08 00:00:00;männlich;['Politiker'];;
8942;http://www.wikidata.org/entity/Q1078992;https://de.wikipedia.org/wiki/Christian_Blank;Christian Blank;Blank;1879-05-13 00:00:00;männlich;['Politiker'];;
8943;http://www.wikidata.org/entity/Q1504316;https://de.wikipedia.org/wiki/Georg_Friedrich_Konrich;Georg Friedrich Konrich;Konrich;1879-05-26 00:00:00;männlich;['Politiker'];;
8944;http://www.wikidata.org/entity/Q1357645;https://de.wikipedia.org/wiki/Ernst_Braune_(Politiker,_1879);Ernst Braune;Braune;1879-09-02 00:00:00;männlich;['Politiker'];;
8946;http://www.wikidata.org/entity/Q1446636;https://de.wikipedia.org/wiki/Franz_Ehrhardt;Franz Ehrhardt;Ehrhardt;1880-07-15 00:00:00;männlich;['Journalist', 'Politiker'];;
8947;http://www.wikidata.org/entity/Q2522499;https://de.wikipedia.org/wiki/Victor_Oelkers;Victor Oelkers;;1881-04-07 00:00:00;männlich;['Politiker'];;
8948;http://www.wikidata.org/entity/Q1639623;https://de.wikipedia.org/wiki/Wilhelm_Geerken;Wilhelm Geerken;;1881-07-11 00:00:00;männlich;['Politiker'];;
8949;http://www.wikidata.org/entity/Q2581057;https://de.wikipedia.org/wiki/William_Willf%C3%BChr;William Willführ;;1881-08-22 00:00:00;männlich;['Politiker'];;
8950;http://www.wikidata.org/entity/Q1038760;https://de.wikipedia.org/wiki/Carl_Heribert_Egbring;Carl Heribert Egbring;;1881-11-27 00:00:00;männlich;['Politiker'];;
8951;http://www.wikidata.org/entity/Q114288;https://de.wikipedia.org/wiki/Wilhelm_Heile;Wilhelm Heile;Heile;1881-12-18 00:00:00;männlich;['Hochschullehrer', 'Politiker'];;
8952;http://www.wikidata.org/entity/Q1280165;https://de.wikipedia.org/wiki/Franz_Henkel;Franz Henkel;Henkel;1882-03-19 00:00:00;männlich;['Politiker'];;
8953;http://www.wikidata.org/entity/Q1598618;https://de.wikipedia.org/wiki/Heinrich_Rinne;Heinrich Rinne;Rinne;1882-12-17 00:00:00;männlich;['Politiker'];;
8954;http://www.wikidata.org/entity/Q1359431;https://de.wikipedia.org/wiki/Ernst_Martens_(Politiker);Ernst Martens;Martens;1883-06-24 00:00:00;männlich;['Landwirt', 'Politiker'];;
8955;http://www.wikidata.org/entity/Q1329917;https://de.wikipedia.org/wiki/Elisabeth_Frerichs;Elisabeth Frerichs;Frerichs;1883-10-13 00:00:00;weiblich;['Politiker'];;
8956;http://www.wikidata.org/entity/Q1733005;https://de.wikipedia.org/wiki/Karl_Se%C3%9Fler;Karl Seßler;;1884-03-27 00:00:00;männlich;['Politiker'];;
8957;http://www.wikidata.org/entity/Q1403923;https://de.wikipedia.org/wiki/Willy_M%C3%BCller_(Politiker,_1884);Willy Müller;Müller;1884-09-29 00:00:00;männlich;['Politiker'];;
8958;http://www.wikidata.org/entity/Q1238465;https://de.wikipedia.org/wiki/Heinrich_Specht;Heinrich Specht;Specht;1885-01-04 00:00:00;männlich;['Politiker'];;
8959;http://www.wikidata.org/entity/Q825732;https://de.wikipedia.org/wiki/Bernhard_Pfad;Bernhard Pfad;;1885-02-19 00:00:00;männlich;['Politiker'];;
8960;http://www.wikidata.org/entity/Q1517054;https://de.wikipedia.org/wiki/Richard_Meyer_(Politiker,_1885);Richard Meyer;Meyer;1885-09-01 00:00:00;männlich;['Politiker'];;
8961;http://www.wikidata.org/entity/Q1328333;https://de.wikipedia.org/wiki/Rosa_Helfers;Rosa Helfers;Helfers;1885-09-30 00:00:00;weiblich;['Politiker'];;
8962;http://www.wikidata.org/entity/Q1597263;https://de.wikipedia.org/wiki/Heinrich_Friedrich_Busche;Heinrich Friedrich Busche;Busche;1885-11-06 00:00:00;männlich;['Politiker'];;
8963;http://www.wikidata.org/entity/Q1417893;https://de.wikipedia.org/wiki/Fritz_Beulshausen;Fritz Beulshausen;;1885-11-12 00:00:00;männlich;['Politiker'];;
8964;http://www.wikidata.org/entity/Q1459495;https://de.wikipedia.org/wiki/Friedrich_Hanker;Friedrich Hanker;;1885-11-15 00:00:00;männlich;['Politiker'];;
8965;http://www.wikidata.org/entity/Q1986909;https://de.wikipedia.org/wiki/Nicolaus_von_Borstel;Nicolaus von Borstel;;1885-11-17 00:00:00;männlich;['Politiker'];;
8966;http://www.wikidata.org/entity/Q2576113;https://de.wikipedia.org/wiki/Wilhelm_von_der_Heyde;Wilhelm von der Heyde;Heyde;1885-12-14 00:00:00;männlich;['Politiker'];;
8967;http://www.wikidata.org/entity/Q2157922;https://de.wikipedia.org/wiki/Robert_Kugelberg;Robert Kugelberg;;1886-01-27 00:00:00;männlich;['Politiker'];;
8968;http://www.wikidata.org/entity/Q1359771;https://de.wikipedia.org/wiki/Ernst_Philipp_Jacob;Ernst Philipp Jacob;Jacob;1886-03-29 00:00:00;männlich;['Politiker'];;
8970;http://www.wikidata.org/entity/Q2655167;https://de.wikipedia.org/wiki/Arthur_Lehmann_(Politiker,_1886);Arthur Lehmann;Lehmann;1886-07-30 00:00:00;männlich;['Politiker'];;
8971;http://www.wikidata.org/entity/Q594775;https://de.wikipedia.org/wiki/Anton_Themann;Anton Themann;Themann;1886-09-18 00:00:00;männlich;['Politiker'];;
8972;http://www.wikidata.org/entity/Q2638333;https://de.wikipedia.org/wiki/Albert_K%C3%B6hler_(Politiker);Albert Köhler;Köhler;1886-11-02 00:00:00;männlich;['Politiker'];;
8973;http://www.wikidata.org/entity/Q1506305;https://de.wikipedia.org/wiki/Georg_Wache;Georg Wache;Wache;1886-11-09 00:00:00;männlich;['Politiker'];;
8974;http://www.wikidata.org/entity/Q1555855;https://de.wikipedia.org/wiki/Gustav_Giesecke;Gustav Giesecke;Giesecke;1887-03-08 00:00:00;männlich;['Politiker'];;
8975;http://www.wikidata.org/entity/Q1622726;https://de.wikipedia.org/wiki/Hodo_von_Hodenberg;Hodo von Hodenberg;von Hodenberg;1887-04-13 00:00:00;männlich;['Notar', 'Politiker', 'Militär', 'Rechtsanwalt', 'Richter'];Evangelisch-lutherische Kirchen;
8976;http://www.wikidata.org/entity/Q2574866;https://de.wikipedia.org/wiki/Wilhelm_Schenk_(Politiker,_1887);Wilhelm Schenk;Schenk;1887-06-11 00:00:00;männlich;['Politiker'];;
8977;http://www.wikidata.org/entity/Q993568;https://de.wikipedia.org/wiki/Bruno_Moeller_(Politiker);Bruno Moeller;Moeller;1887-07-06 00:00:00;männlich;['Politiker'];;
8978;http://www.wikidata.org/entity/Q1612946;https://de.wikipedia.org/wiki/Hermann_Vahldiek;Hermann Vahldiek;;1887-09-03 00:00:00;männlich;['Politiker'];;
8979;http://www.wikidata.org/entity/Q1658497;https://de.wikipedia.org/wiki/Wolfgang_Bode;Wolfgang Bode;Bode;1887-10-22 00:00:00;männlich;['Politiker'];;
8980;http://www.wikidata.org/entity/Q1597584;https://de.wikipedia.org/wiki/Heinrich_Herlitzius;Heinrich Herlitzius;Herlitzius;1887-10-31 00:00:00;männlich;['Politiker'];;
8981;http://www.wikidata.org/entity/Q2574185;https://de.wikipedia.org/wiki/Wilhelm_Messerschmidt_(Politiker);Wilhelm Messerschmidt;Messerschmidt;1887-11-12 00:00:00;männlich;['Politiker'];;
8983;http://www.wikidata.org/entity/Q2158408;https://de.wikipedia.org/wiki/Robert_Onnen;Robert Onnen;;1887-12-16 00:00:00;männlich;['Politiker'];;
8984;http://www.wikidata.org/entity/Q2061562;https://de.wikipedia.org/wiki/Paul_Oskar_Schuster;Paul Oskar Schuster;Schuster;1888-01-10 00:00:00;männlich;['Politiker'];;
8985;http://www.wikidata.org/entity/Q1279420;https://de.wikipedia.org/wiki/Eberhard_Stammer;Eberhard Stammer;Stammer;1888-06-25 00:00:00;männlich;['Politiker'];;
8986;http://www.wikidata.org/entity/Q1541722;https://de.wikipedia.org/wiki/Wilhelm_Ellinghaus;Wilhelm Ellinghaus;;1888-06-27 00:00:00;männlich;['Notar', 'Jurist', 'Politiker', 'Rechtsanwalt', 'Richter'];;
8987;http://www.wikidata.org/entity/Q1606103;https://de.wikipedia.org/wiki/Henricus_Haltenhoff;Henricus Haltenhoff;Haltenhoff;1888-07-22 00:00:00;männlich;['Politiker'];;
8988;http://www.wikidata.org/entity/Q1521687;https://de.wikipedia.org/wiki/Heinrich_Risch;Heinrich Risch;Risch;1888-08-24 00:00:00;männlich;['Politiker'];;
8989;http://www.wikidata.org/entity/Q764443;https://de.wikipedia.org/wiki/August_Wegmann_(Politiker,_1888);August Wegmann;Wegmann;1888-10-21 00:00:00;männlich;['Jurist', 'Politiker', 'Rechtsanwalt'];;
8991;http://www.wikidata.org/entity/Q1573008;https://de.wikipedia.org/wiki/Kurt_Ri%C3%9Fling;Kurt Rißling;Rissling;1888-12-27 00:00:00;männlich;['Landwirt', 'Politiker'];;
8992;http://www.wikidata.org/entity/Q762880;https://de.wikipedia.org/wiki/August_L%C3%B6ning;August Löning;;1889-01-27 00:00:00;männlich;['Politiker'];;
8993;http://www.wikidata.org/entity/Q2157491;https://de.wikipedia.org/wiki/Robert_Hasenfu%C3%9F;Robert Hasenfuß;Hasenfuß;1889-02-01 00:00:00;männlich;['Politiker'];;
8994;http://www.wikidata.org/entity/Q1446616;https://de.wikipedia.org/wiki/Franz_Eger;Franz Eger;Eger;1889-03-06 00:00:00;männlich;['Politiker'];;
8995;http://www.wikidata.org/entity/Q1039311;https://de.wikipedia.org/wiki/Carl_K%C3%B6hn;Carl Köhn;;1889-03-08 00:00:00;männlich;['Politiker'];;
8996;http://www.wikidata.org/entity/Q1462401;https://de.wikipedia.org/wiki/Friedrich_Stolte;Friedrich Stolte;Stolte;1889-06-11 00:00:00;männlich;['Politiker'];;
8997;http://www.wikidata.org/entity/Q1611500;https://de.wikipedia.org/wiki/Hermann_Hinrich_Krudop;Hermann Hinrich Krudop;Krudop;1889-07-09 00:00:00;männlich;['Politiker'];;
8998;http://www.wikidata.org/entity/Q1506371;https://de.wikipedia.org/wiki/Georg_Wessling;Georg Wessling;;1889-08-12 00:00:00;männlich;['Politiker'];;
9000;http://www.wikidata.org/entity/Q1359666;https://de.wikipedia.org/wiki/Ernst_Ostermann;Ernst Ostermann;Ostermann;1889-09-24 00:00:00;männlich;['Mitglied des Landtages', 'Politiker'];;
9001;http://www.wikidata.org/entity/Q1598130;https://de.wikipedia.org/wiki/Heinrich_K%C3%BCver;Heinrich Küver;;1889-12-10 00:00:00;männlich;['Politiker'];;
9002;http://www.wikidata.org/entity/Q84851;https://de.wikipedia.org/wiki/Adolf_Grimme;Adolf Grimme;Grimme;1889-12-31 00:00:00;männlich;['Widerstandskämpfer', 'Politiker'];;
9003;http://www.wikidata.org/entity/Q1871989;https://de.wikipedia.org/wiki/Louis_Thelemann;Louis Thelemann;Thelemann;1890-01-15 00:00:00;männlich;['Politiker'];;
9004;http://www.wikidata.org/entity/Q2172452;https://de.wikipedia.org/wiki/Rudolf_Bosse;Rudolf Bosse;Bosse;1890-01-31 00:00:00;männlich;['Politiker'];;
9005;http://www.wikidata.org/entity/Q363401;https://de.wikipedia.org/wiki/Adolf_Meyer_(Politiker,_1890);Adolf Meyer;Meyer;1890-02-27 00:00:00;männlich;['Landwirt', 'Politiker'];;
9006;http://www.wikidata.org/entity/Q1531586;https://de.wikipedia.org/wiki/Heribert_Kandler;Heribert Kandler;Kandler;1890-03-13 00:00:00;männlich;['Politiker', 'Richter'];;
9007;http://www.wikidata.org/entity/Q1598234;https://de.wikipedia.org/wiki/Heinrich_L%C3%B6ffler_(Politiker,_1890);Heinrich Löffler;Löffler;1890-04-19 00:00:00;männlich;['Politiker'];;
9008;http://www.wikidata.org/entity/Q764439;https://de.wikipedia.org/wiki/August_Wedekind;August Wedekind;Wedekind;1890-05-04 00:00:00;männlich;['Politiker'];;
9009;http://www.wikidata.org/entity/Q764820;https://de.wikipedia.org/wiki/August_Witte_(Politiker);August Witte;Witte;1890-05-19 00:00:00;männlich;['Politiker'];;
9010;http://www.wikidata.org/entity/Q1334869;https://de.wikipedia.org/wiki/Johann_Albers_(Politiker,_1890);Johann Albers;Albers;1890-10-16 00:00:00;männlich;['Politiker'];;
9011;http://www.wikidata.org/entity/Q1583031;https://de.wikipedia.org/wiki/Hans_Wellmann_(Politiker,_1890);Hans Wellmann;Wellmann;1890-12-11 00:00:00;männlich;['Politiker'];;
9012;http://www.wikidata.org/entity/Q1511251;https://de.wikipedia.org/wiki/Gerhard_Arndt;Gerhard Arndt;Arndt;1890-12-15 00:00:00;männlich;['Landwirt', 'Politiker'];;
9014;http://www.wikidata.org/entity/Q1429390;https://de.wikipedia.org/wiki/Florence_von_Hoffmann;Florence von Hoffmann;;1891-03-22 00:00:00;weiblich;['Politiker'];;
9015;http://www.wikidata.org/entity/Q2150971;https://de.wikipedia.org/wiki/Richard_Zahn;Richard Zahn;Zahn;1891-03-25 00:00:00;männlich;['Politiker'];;
9016;http://www.wikidata.org/entity/Q1281407;https://de.wikipedia.org/wiki/Werner_Reinecke;Werner Reinecke;Reinecke;1891-06-21 00:00:00;männlich;['Politiker'];;
9017;http://www.wikidata.org/entity/Q1596027;https://de.wikipedia.org/wiki/Karl_Ott_(Politiker);Karl Ott;Ott;1891-07-28 00:00:00;männlich;['Jurist', 'Politiker'];;
9018;http://www.wikidata.org/entity/Q2172324;https://de.wikipedia.org/wiki/Rudolf_Albrecht_(Politiker,_1891);Rudolf Albrecht;Albrecht;1891-08-11 00:00:00;männlich;['Politiker'];;
9020;http://www.wikidata.org/entity/Q1462347;https://de.wikipedia.org/wiki/Friedrich_Steffen;Friedrich Steffen;Steffen;1891-11-19 00:00:00;männlich;['Politiker'];;
9021;http://www.wikidata.org/entity/Q1300375;https://de.wikipedia.org/wiki/Grete_Sehlmeyer;Grete Sehlmeyer;Sehlmeyer;1891-11-23 00:00:00;weiblich;['Politiker'];;
9022;http://www.wikidata.org/entity/Q2140905;https://de.wikipedia.org/wiki/Reinhard_Onken;Reinhard Onken;;1891-12-16 00:00:00;männlich;['Politiker'];;
9023;http://www.wikidata.org/entity/Q111229;https://de.wikipedia.org/wiki/Joachim_Burfeindt;Joachim Burfeindt;Burfeindt;1892-01-11 00:00:00;männlich;['Politiker'];;
9024;http://www.wikidata.org/entity/Q1357719;https://de.wikipedia.org/wiki/Ernst_B%C3%B6hme_(Politiker);Ernst Böhme;Böhme;1892-01-23 00:00:00;männlich;['Jurist', 'Politiker'];;
9025;http://www.wikidata.org/entity/Q1459359;https://de.wikipedia.org/wiki/Friedrich_Greve_(Politiker,_1892);Friedrich Greve;Greve;1892-02-18 00:00:00;männlich;['Politiker'];;
9026;http://www.wikidata.org/entity/Q2544754;https://de.wikipedia.org/wiki/Walter_Hildebrandt_(Politiker);Walter Hildebrandt;Hildebrandt;1892-04-02 00:00:00;männlich;['Politiker'];;
9027;http://www.wikidata.org/entity/Q1414182;https://de.wikipedia.org/wiki/Friedrich_Fricke_(Politiker);Friedrich Fricke;Fricke;1892-05-15 00:00:00;männlich;['Politiker'];;
9028;http://www.wikidata.org/entity/Q1527933;https://de.wikipedia.org/wiki/Gustav_Sch%C3%A4fer_(Politiker,_1892);Gustav Schäfer;Schäfer;1892-05-19 00:00:00;männlich;['Politiker'];;
9029;http://www.wikidata.org/entity/Q2572564;https://de.wikipedia.org/wiki/Wilhelm_Erpenbeck;Wilhelm Erpenbeck;Erpenbeck;1892-06-20 00:00:00;männlich;['Politiker'];;
9030;http://www.wikidata.org/entity/Q1598090;https://de.wikipedia.org/wiki/Heinrich_Kuhr;Heinrich Kuhr;Kuhr;1892-06-28 00:00:00;männlich;['Politiker'];;
9031;http://www.wikidata.org/entity/Q1903045;https://de.wikipedia.org/wiki/Martha_Fuchs;Martha Fuchs;Fuchs;1892-10-01 00:00:00;weiblich;['Politiker'];;
9032;http://www.wikidata.org/entity/Q362866;https://de.wikipedia.org/wiki/Adolf_Kahlen;Adolf Kahlen;;1892-10-25 00:00:00;männlich;['Politiker'];;
9033;http://www.wikidata.org/entity/Q1871559;https://de.wikipedia.org/wiki/Louis_B%C3%B6cker;Louis Böcker;;1893-02-17 00:00:00;männlich;['Politiker'];;
9034;http://www.wikidata.org/entity/Q1315890;https://de.wikipedia.org/wiki/Fritz_Broistedt;Fritz Broistedt;;1893-02-26 00:00:00;männlich;['Politiker'];;
9035;http://www.wikidata.org/entity/Q2572044;https://de.wikipedia.org/wiki/Wilhelm_Borgmann;Wilhelm Borgmann;Borgmann;1893-02-26 00:00:00;männlich;['Politiker'];;
9036;http://www.wikidata.org/entity/Q1435441;https://de.wikipedia.org/wiki/Karl_Hartmann_(Politiker,_1893);Karl Hartmann;Hartmann;1893-04-15 00:00:00;männlich;['Politiker'];;
9038;http://www.wikidata.org/entity/Q73973;https://de.wikipedia.org/wiki/Hinrich_Wilhelm_Kopf;Hinrich Wilhelm Kopf;Kopf;1893-05-06 00:00:00;männlich;['Jurist', 'Politiker'];;
9039;http://www.wikidata.org/entity/Q2638183;https://de.wikipedia.org/wiki/Albert_H%C3%B6ft;Albert Höft;Höft;1893-05-29 00:00:00;männlich;['Politiker'];;
9040;http://www.wikidata.org/entity/Q1041578;https://de.wikipedia.org/wiki/Carla_Woldering;Carla Woldering;Woldering;1893-07-14 00:00:00;weiblich;['Politiker'];;
9041;http://www.wikidata.org/entity/Q1671380;https://de.wikipedia.org/wiki/Paul_Rosenthal;Paul Rosenthal;;1893-07-14 00:00:00;männlich;['Politiker'];;
9042;http://www.wikidata.org/entity/Q1461956;https://de.wikipedia.org/wiki/Friedrich_Schirmer_(Politiker,_1893);Friedrich Schirmer;Schirmer;1893-07-22 00:00:00;männlich;['Politiker'];;
9044;http://www.wikidata.org/entity/Q86060;https://de.wikipedia.org/wiki/G%C3%BCnther_Gereke;Günther Gereke;Gereke;1893-10-06 00:00:00;männlich;['Hochschullehrer', 'Jurist', 'Politiker'];;
9045;http://www.wikidata.org/entity/Q1648278;https://de.wikipedia.org/wiki/Wilhelm_Pl%C3%B6s;Wilhelm Plös;;1893-11-20 00:00:00;männlich;['Politiker'];;
9046;http://www.wikidata.org/entity/Q2590326;https://de.wikipedia.org/wiki/Wolfgang_Kwiecinski;Wolfgang Kwiecinski;;1893-11-23 00:00:00;männlich;['Politiker'];;
9047;http://www.wikidata.org/entity/Q2174134;https://de.wikipedia.org/wiki/Rudolf_Winter_(Politiker);Rudolf Winter;Winter;1893-12-13 00:00:00;männlich;['Politiker'];;
9049;http://www.wikidata.org/entity/Q993762;https://de.wikipedia.org/wiki/Bruno_Schr%C3%B6der_(Politiker);Bruno Schröder;Schröder;1894-04-23 00:00:00;männlich;['Politiker'];;
9050;http://www.wikidata.org/entity/Q1358018;https://de.wikipedia.org/wiki/Ernst_Fahlbusch;Ernst Fahlbusch;Fahlbusch;1894-05-03 00:00:00;männlich;['Journalist', 'Politiker'];;
9051;http://www.wikidata.org/entity/Q1698239;https://de.wikipedia.org/wiki/Johannes_Renken;Johannes Renken;Renken;1894-05-06 00:00:00;männlich;['Politiker'];;
9052;http://www.wikidata.org/entity/Q1582904;https://de.wikipedia.org/wiki/Hans_Vorhauer;Hans Vorhauer;Vorhauer;1894-05-26 00:00:00;männlich;['Politiker'];;
9053;http://www.wikidata.org/entity/Q1460306;https://de.wikipedia.org/wiki/Hans_Helmers;Hans Helmers;Helmers;1894-06-29 00:00:00;männlich;['Politiker'];;
9054;http://www.wikidata.org/entity/Q1466020;https://de.wikipedia.org/wiki/Fritz_Dittloff;Fritz Dittloff;;1894-07-18 00:00:00;männlich;['Politiker'];;
9055;http://www.wikidata.org/entity/Q1448249;https://de.wikipedia.org/wiki/Franz_Menze;Franz Menze;;1894-08-06 00:00:00;männlich;['Politiker'];;
9056;http://www.wikidata.org/entity/Q1793636;https://de.wikipedia.org/wiki/Kurt_Helle-Haeusler;Kurt Helle-Haeusler;;1894-09-12 00:00:00;männlich;['Politiker'];;
9057;http://www.wikidata.org/entity/Q2149105;https://de.wikipedia.org/wiki/Richard_Borowski;Richard Borowski;Borowski;1894-09-27 00:00:00;männlich;['Politiker'];;
9058;http://www.wikidata.org/entity/Q2645059;https://de.wikipedia.org/wiki/Alfred_Gramsch;Alfred Gramsch;;1894-10-26 00:00:00;männlich;['Politiker'];;
9060;http://www.wikidata.org/entity/Q1894964;https://de.wikipedia.org/wiki/Margarethe_Gramberg;Margarethe Gramberg;;1895-01-31 00:00:00;weiblich;['Politiker'];;
9061;http://www.wikidata.org/entity/Q1693445;https://de.wikipedia.org/wiki/Johann_Fischer_(Politiker,_1895);Johann Fischer;Fischer;1895-03-01 00:00:00;männlich;['Politiker', 'Richter'];;
9062;http://www.wikidata.org/entity/Q2646877;https://de.wikipedia.org/wiki/Alice_Frick;Alice Frick;Frick;1895-03-04 00:00:00;weiblich;['Politiker'];;
9066;http://www.wikidata.org/entity/Q1805250;https://de.wikipedia.org/wiki/Richard_Voigt_(Politiker);Richard Voigt;Voigt;1895-06-07 00:00:00;männlich;['Politiker'];;
