MPID;WikiDataLink;WikipediaLink;Name;LastName;Born;SexOrGender;Occupation;Religion;AbgeordnetenwatchID
1753;http://www.wikidata.org/entity/Q2716145;https://de.wikipedia.org/wiki/Helmut_Bruno_Heinze;Helmut Bruno Heinze;Heinze;15.10.1937 00:00;männlich;['Politiker'];;
1754;http://www.wikidata.org/entity/Q97293;https://de.wikipedia.org/wiki/Johann_B%C3%B6hm_(Politiker,_1937);Johann Böhm;Böhm;18.10.1937 00:00;männlich;['Politiker'];;
1755;http://www.wikidata.org/entity/Q1415014;https://de.wikipedia.org/wiki/Winfried_Fleck;Winfried Fleck;Fleck;22.10.1937 00:00;männlich;['Politiker', 'Richter'];;
1756;http://www.wikidata.org/entity/Q977053;https://de.wikipedia.org/wiki/Otto_Werner_(Politiker,_1937);Otto Werner;Werner;12.11.1937 00:00;männlich;['Politiker'];;
1757;http://www.wikidata.org/entity/Q1459933;https://de.wikipedia.org/wiki/Dieter_Heckel;Dieter Heckel;Heckel;08.01.1938 00:00;männlich;['Politiker'];;
1758;http://www.wikidata.org/entity/Q360895;https://de.wikipedia.org/wiki/Adolf_Beck_(Politiker);Adolf Beck;Beck;16.01.1938 00:00;männlich;['Politiker'];;
1759;http://www.wikidata.org/entity/Q1552549;https://de.wikipedia.org/wiki/Max_Brandl_(Politiker,_1938);Max Brandl;Brandl;24.01.1938 00:00;männlich;['Politiker'];;
1761;http://www.wikidata.org/entity/Q99234;https://de.wikipedia.org/wiki/Heinz_Rosenbauer;Heinz Rosenbauer;Rosenbauer;19.05.1938 00:00;männlich;['Politiker'];;
1762;http://www.wikidata.org/entity/Q1540239;https://de.wikipedia.org/wiki/Helmut_Ritzer;Helmut Ritzer;;09.06.1938 00:00;männlich;['Politiker'];;
1763;http://www.wikidata.org/entity/Q1531799;https://de.wikipedia.org/wiki/Manfred_Scholz_(Politiker);Manfred Scholz;Scholz;01.09.1938 00:00;männlich;['Politiker'];;
1764;http://www.wikidata.org/entity/Q1704339;https://de.wikipedia.org/wiki/Josef_Bl%C3%B6chl;Josef Blöchl;Blöchl;01.09.1938 00:00;männlich;['Politiker'];;
1766;http://www.wikidata.org/entity/Q1629451;https://de.wikipedia.org/wiki/Horst_Heinrich_(Politiker,_1938);Horst Heinrich;Heinrich;05.10.1938 00:00;männlich;['Politiker'];;
1767;http://www.wikidata.org/entity/Q1611953;https://de.wikipedia.org/wiki/Hermann_Leeb;Hermann Leeb;;15.10.1938 00:00;männlich;['Politiker', 'Richter'];;
1768;http://www.wikidata.org/entity/Q2077460;https://de.wikipedia.org/wiki/Peter_Paul_Gantzer;Peter Paul Gantzer;Gantzer;20.11.1938 00:00;männlich;['Hochschullehrer', 'Notar', 'Politiker'];;133701.0
1770;http://www.wikidata.org/entity/Q2163584;https://de.wikipedia.org/wiki/Rolf_Langenberger;Rolf Langenberger;Langenberger;14.01.1939 00:00;männlich;['Politiker'];;
1771;http://www.wikidata.org/entity/Q1341255;https://de.wikipedia.org/wiki/Engelbert_Kupka;Engelbert Kupka;;21.01.1939 00:00;männlich;['Politiker', 'Rechtsanwalt'];;
1772;http://www.wikidata.org/entity/Q2544110;https://de.wikipedia.org/wiki/Walter_Engelhardt_(Politiker,_1939);Walter Engelhardt;Engelhardt;15.02.1939 00:00;männlich;['Politiker'];;
1774;http://www.wikidata.org/entity/Q1889382;https://de.wikipedia.org/wiki/Manfred_Gausmann;Manfred Gausmann;Gausmann;09.04.1939 00:00;männlich;['Politiker'];;
1775;http://www.wikidata.org/entity/Q1612097;https://de.wikipedia.org/wiki/Hermann_Memmel;Hermann Memmel;Memmel;07.05.1939 00:00;männlich;['Politiker'];;
1776;http://www.wikidata.org/entity/Q1601134;https://de.wikipedia.org/wiki/Heinz_Wenger;Heinz Wenger;Wenger;11.05.1939 00:00;männlich;['Politiker'];;
1777;http://www.wikidata.org/entity/Q1679238;https://de.wikipedia.org/wiki/Jakob_Mittermeier;Jakob Mittermeier;Mittermeier;06.06.1939 00:00;männlich;['Politiker'];;
1778;http://www.wikidata.org/entity/Q1372516;https://de.wikipedia.org/wiki/Eugen_Freiherr_von_Redwitz;Eugen Freiherr von Redwitz;;02.07.1939 00:00;männlich;['Politiker'];;
1779;http://www.wikidata.org/entity/Q1604206;https://de.wikipedia.org/wiki/Helmut_Simon_(Politiker);Helmut Simon;Simon;31.07.1939 00:00;männlich;['Stomatologe', 'Politiker'];;
1780;http://www.wikidata.org/entity/Q1745351;https://de.wikipedia.org/wiki/Klaus_Kopka;Klaus Kopka;;28.09.1939 00:00;männlich;['Politiker'];;
1781;http://www.wikidata.org/entity/Q2271672;https://de.wikipedia.org/wiki/Sepp_Ranner;Sepp Ranner;;10.11.1939 00:00;männlich;['Politiker'];;
1782;http://www.wikidata.org/entity/Q1472874;https://de.wikipedia.org/wiki/Walter_Hofmann_(Politiker);Walter Hofmann;Hofmann;06.12.1939 00:00;männlich;['Politiker'];;
1784;http://www.wikidata.org/entity/Q1608844;https://de.wikipedia.org/wiki/Herbert_Neder;Herbert Neder;Neder;11.12.1939 00:00;männlich;['Politiker'];;
1785;http://www.wikidata.org/entity/Q103383;https://de.wikipedia.org/wiki/Alois_Gl%C3%BCck;Alois Glück;Glück;24.01.1940 00:00;männlich;['Landwirt', 'Politiker'];;
1786;http://www.wikidata.org/entity/Q1605502;https://de.wikipedia.org/wiki/Henning_Kaul;Henning Kaul;;01.02.1940 00:00;männlich;['Politiker'];;
1787;http://www.wikidata.org/entity/Q1078071;https://de.wikipedia.org/wiki/Christa_Harrer;Christa Harrer;Harrer;05.02.1940 00:00;weiblich;['Politiker'];;
1788;http://www.wikidata.org/entity/Q97769;https://de.wikipedia.org/wiki/Manfred_Christ;Manfred Christ;Christ;18.02.1940 00:00;männlich;['Politiker'];;
1789;http://www.wikidata.org/entity/Q1594712;https://de.wikipedia.org/wiki/Heiko_Schultz_(Politiker);Heiko Schultz;Schultz;23.02.1940 00:00;männlich;['Politiker'];;
1790;http://www.wikidata.org/entity/Q2149936;https://de.wikipedia.org/wiki/Richard_Ke%C3%9Fler_(Politiker);Richard Keßler;Kessler;15.03.1940 00:00;männlich;['Politiker'];;
1791;http://www.wikidata.org/entity/Q1540381;https://de.wikipedia.org/wiki/Waltraud_Schmidt-Sibeth;Waltraud Schmidt-Sibeth;Schmidt-Sibeth;09.04.1940 00:00;weiblich;['Politiker'];;
1792;http://www.wikidata.org/entity/Q1288613;https://de.wikipedia.org/wiki/Eduard_Hartmann_(Politiker,_1940);Eduard Hartmann;Hartmann;15.05.1940 00:00;männlich;['Politiker'];;
1793;http://www.wikidata.org/entity/Q1593178;https://de.wikipedia.org/wiki/Hedda_Jungfer;Hedda Jungfer;Jungfer;16.05.1940 00:00;weiblich;['Politiker'];;
1794;http://www.wikidata.org/entity/Q2650360;https://de.wikipedia.org/wiki/Alois_Mitterm%C3%BCller;Alois Mittermüller;Mittermüller;17.05.1940 00:00;männlich;['Gewerkschafter', 'Politiker'];;
1795;http://www.wikidata.org/entity/Q566285;https://de.wikipedia.org/wiki/Annemarie_Hecker;Annemarie Hecker;Hecker;25.05.1940 00:00;weiblich;['Politiker'];;
1796;http://www.wikidata.org/entity/Q2075869;https://de.wikipedia.org/wiki/Peter_H%C3%BCrner;Peter Hürner;Hürner;29.05.1940 00:00;männlich;['Politiker'];;
1797;http://www.wikidata.org/entity/Q1608257;https://de.wikipedia.org/wiki/Herbert_Fischer_(Politiker);Herbert Fischer;Fischer;06.06.1940 00:00;männlich;['Bildhauer', 'Steinmetz', 'Politiker'];;
1798;http://www.wikidata.org/entity/Q1733259;https://de.wikipedia.org/wiki/Karl_Vogele;Karl Vogele;Vogele;29.06.1940 00:00;männlich;['Politiker'];;
1799;http://www.wikidata.org/entity/Q998100;https://de.wikipedia.org/wiki/Hermann_Regensburger;Hermann Regensburger;Regensburger;09.07.1940 00:00;männlich;['Politiker'];;
1800;http://www.wikidata.org/entity/Q1278237;https://de.wikipedia.org/wiki/Georg_Stahl_(Politiker,_1940);Georg Stahl;Stahl;09.08.1940 00:00;männlich;['Politiker'];;
1801;http://www.wikidata.org/entity/Q1560552;https://de.wikipedia.org/wiki/G%C3%BCnter_Hefele;Günter Hefele;Hefele;13.08.1940 00:00;männlich;['Politiker'];;
1803;http://www.wikidata.org/entity/Q109583;https://de.wikipedia.org/wiki/Manfred_Ach_(Politiker);Manfred Ach;Ach;14.09.1940 00:00;männlich;['Politiker'];;
1804;http://www.wikidata.org/entity/Q1512144;https://de.wikipedia.org/wiki/Gerhard_Merkl_(Politiker);Gerhard Merkl;Merkl;27.09.1940 00:00;männlich;['Politiker', 'Richter'];;
1805;http://www.wikidata.org/entity/Q1702557;https://de.wikipedia.org/wiki/Wilhelm_Leichtle;Wilhelm Leichtle;;10.10.1940 00:00;männlich;['Politiker'];;
1806;http://www.wikidata.org/entity/Q111948;https://de.wikipedia.org/wiki/Ingrid_Fickler;Ingrid Fickler;Fickler;27.10.1940 00:00;weiblich;['Politiker', 'Rechtsanwalt', 'Richter'];;
1807;http://www.wikidata.org/entity/Q1561224;https://de.wikipedia.org/wiki/G%C3%BCnter_Wirth_(Politiker);Günter Wirth;Wirth;07.12.1940 00:00;männlich;['Politiker'];;
1808;http://www.wikidata.org/entity/Q2644331;https://de.wikipedia.org/wiki/Alfons_Braun;Alfons Braun;Braun;10.12.1940 00:00;männlich;['Politiker'];;
1809;http://www.wikidata.org/entity/Q1718401;https://de.wikipedia.org/wiki/Ruth_von_Truchse%C3%9F;Ruth von Truchseß;;17.01.1941 00:00;weiblich;['Politiker'];;
1810;http://www.wikidata.org/entity/Q1690554;https://de.wikipedia.org/wiki/Joachim_Wahnschaffe;Joachim Wahnschaffe;Wahnschaffe;19.01.1941 00:00;männlich;['Politiker'];;134007.0
1811;http://www.wikidata.org/entity/Q1673043;https://de.wikipedia.org/wiki/Irmlind_Berg;Irmlind Berg;Berg;09.02.1941 00:00;weiblich;['Politiker'];;
1812;http://www.wikidata.org/entity/Q1604161;https://de.wikipedia.org/wiki/Helmut_Schreck;Helmut Schreck;;24.02.1941 00:00;männlich;['Politiker'];;
1813;http://www.wikidata.org/entity/Q1745736;https://de.wikipedia.org/wiki/Klaus_Sommerkorn;Klaus Sommerkorn;Sommerkorn;02.04.1941 00:00;männlich;['Politiker'];;
1814;http://www.wikidata.org/entity/Q1527278;https://de.wikipedia.org/wiki/Gisela_Bock_(Politikerin);Gisela Bock;Bock;27.05.1941 00:00;weiblich;['Politiker'];;
1815;http://www.wikidata.org/entity/Q1600339;https://de.wikipedia.org/wiki/Heinz_Hausmann_(Politiker);Heinz Hausmann;Hausmann;11.06.1941 00:00;männlich;['Politiker'];römisch-katholische Kirche;
1816;http://www.wikidata.org/entity/Q49589;https://de.wikipedia.org/wiki/Georg_Rosenbauer;Georg Rosenbauer;Rosenbauer;26.06.1941 00:00;männlich;['Politiker'];;
1817;http://www.wikidata.org/entity/Q697701;https://de.wikipedia.org/wiki/Arnulf_Lode;Arnulf Lode;Lode;08.07.1941 00:00;männlich;['Politiker'];;
1818;http://www.wikidata.org/entity/Q1224147;https://de.wikipedia.org/wiki/Dietrich_von_Gumppenberg;Dietrich von Gumppenberg;;16.07.1941 00:00;männlich;['Politiker'];;133836.0
